SEGMENT1,DESCRIPTION,INVENTORY_ITEM_STATUS_CODE,MODEL,CATALOG,FUNCION,PACKAGING,OUTSIDEDESIGNDSG,OUTSIDEFINISHFIN,INSIDEDESIGNDSG,INSIDEFINISHFIN,ROSEOUTSIDEDESIGNDSG,ROSEOUTSIDEDESIGNDSG,ROSEOUTSIDEDESIGNDSG,ESCUTCHEONOUTSIDEDESIGNDSG,ROSEOUTSIDEFINISHFIN,ROSEINSIDEDESIGNDSG,ESCUTCHEONINSIDEDESIGNDSG,ROSEINSIDEFINISHFIN,HANDING,LATCH,LATCHFINISHFIN,STRIKE,STRIKEFINISHFIN,DOORTHICKNESS,PLANNER_CODE
043156024216,LOCK.F51A.ELR.622.CEN..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELR,622,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BLD
043156024117,LOCK.F51A.BWE.716.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,716,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BKRD
043156024339,LOCK.F51A.LAT.608.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,608,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156025008,LOCK.F51A.BWE.619.CEN..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,619,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BKRD
043156023967,LOCK.F51A.ELR.622.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELR,622,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156024438,LOCK.F51A.NBK.716.ULD..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,NBK,716,,,ULD.,ULD.,ULD.,,,,,,,16-086,,10-027,,134,F51BLD
043156023806,LOCK.F51A.BWE.608.CEN..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,608,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BKRD
043156024384,LOCK.F51A.NBK.622.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,NBK,622,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156024018,LOCK.F51A.NBK.625.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,NBK,625,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156024469,LOCK.F51A.PLY.625.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,625,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BKSD
043156024261,LOCK.F51A.ELR.716.CEN..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELR,716,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BLD
043156024353,LOCK.F51A.LAT.622.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,622,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156024131,LOCK.F51A.DMP.619.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,DMP,619,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156023790,LOCK.F51A.BWE.608.CEN..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,608,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BKRD
043156024551,LOCK.F51A.WIT.622.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,WIT,622,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156024391,LOCK.F51A.NBK.622.ULD..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,NBK,622,,,ULD.,ULD.,ULD.,,,,,,,16-086,,10-027,,134,F51BLD
043156024155,LOCK.F51A.DMP.622.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,DMP,622,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156024575,LOCK.F51A.WIT.716.CAM..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,WIT,716,,,CAM.,CAM.,CAM.,,,,,,,16-086,,10-027,,134,F51BLD
043156024025,LOCK.F51A.NBK.716.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,NBK,716,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156024278,LOCK.F51A.ELR.716.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELR,716,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156024148,LOCK.F51A.DMP.619.RWD..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,DMP,619,,,RWD.,RWD.,RWD.,,,,,,,16-086,,10-027,,134,F51BLD
043156024568,LOCK.F51A.WIT.622.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,WIT,622,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156024537,LOCK.F51A.WIT.619.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,WIT,619,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156024506,LOCK.F51A.WIT.608.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,WIT,608,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156025022,LOCK.F51A.BWE.625.CEN..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,625,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BKRD
043156023974,LOCK.F51A.ELR.625.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELR,625,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156024193,LOCK.F51A.ELR.619.CEN..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELR,619,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BLD
043156024315,LOCK.F51A.GEO.716.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,716,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BKRD
043156024988,LOCK.F51A.BRW.622.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BRW,622,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156023943,LOCK.F51A.ELR.608.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELR,608,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156024995,LOCK.F51A.BWE.618.CEN..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,618,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BKRD
043156024520,LOCK.F51A.WIT.619.CAM..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,WIT,619,,,CAM.,CAM.,CAM.,,,,,,,16-086,,10-027,,134,F51BLD
043156023950,LOCK.F51A.ELR.619.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELR,619,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156024421,LOCK.F51A.NBK.716.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,NBK,716,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156024070,LOCK.F51A.BWE.608.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,608,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BKRD
043156023905,LOCK.F51A.BWE.608.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,608,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
043156024476,LOCK.F51A.PLY.626.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,626,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BKSD
043156024292,LOCK.F51A.GEO.619.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,619,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BKSD
043156024407,LOCK.F51A.NBK.625.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,NBK,625,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156024582,LOCK.F51A.WIT.716.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,WIT,716,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156025015,LOCK.F51A.BWE.622.CEN..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,622,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BKRD
043156024285,LOCK.F51A.ELR.716.ULD..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELR,716,,,ULD.,ULD.,ULD.,,,,,,,16-086,,10-027,,134,F51BLD
043156024049,LOCK.F51A.BRW.625.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BRW,625,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156024162,LOCK.F51A.DMP.622.RWD..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,DMP,622,,,RWD.,RWD.,RWD.,,,,,,,16-086,,10-027,,134,F51BLD
043156023912,LOCK.F51A.DMP.618.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,DMP,618,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156024483,LOCK.F51A.PLY.716.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,716,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BKRD
043156024032,LOCK.F51A.BRW.622.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BRW,622,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156024124,LOCK.F51A.DMP.618.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,DMP,618,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156024346,LOCK.F51A.LAT.618.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,618,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156024544,LOCK.F51A.WIT.622.CAM..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,WIT,622,,,CAM.,CAM.,CAM.,,,,,,,16-086,,10-027,,134,F51BLD
043156024445,LOCK.F51A.PLY.619.COL..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,619,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BKSD
043156023998,LOCK.F51A.LAT.608.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,608,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156024360,LOCK.F51A.LAT.622.ULD..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,622,,,ULD.,ULD.,ULD.,,,,,,,16-086,,10-027,,134,F51BLD
043156374281,LOCK.F40.AND.619.ADD..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,619,,,ADD.,ADD.,ADD.,,,,,,,16-210,,10-063,,134,F40BKRDT
S00029820955,LOCK.F40.AND.619.AND..16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,619,,,AND.,AND.,AND.,,,,,,,16-210,,10-027,,134,F40BKRTP
S00029988563,LOCK.F40.AND.619.AND..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,619,,,AND.,AND.,AND.,,,,,,,16-210,,10-063,,134,F40BKRTP
043156454631,LOCK.F40.AND.619.BRK..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,619,,,BRK.,BRK.,BRK.,,,,,,,16-080,,10-027,,134,F40BKRD
043156347490,LOCK.F40.AND.619.CAM..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,619,,,CAM.,CAM.,CAM.,,,,,,,16-080,,10-027,,134,F40BKRD
043156532902,LOCK.F40.AND.619.CAM..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,619,,,CAM.,CAM.,CAM.,,,,,,,16-210,,10-063,,134,F40BKRDT
043156627394,LOCK.F40.AND.619.CEN..16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,619,,,CEN.,CEN.,CEN.,,,,,,,16-210,,10-027,,134,F40BKRDT
043156566754,LOCK.F40.AND.619.COL..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,619,,,COL.,COL.,COL.,,,,,,,16-080,,10-027,,134,F40BKRD
043156642359,LOCK.F40.AND.619.GSN..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,619,,,GSN.,GSN.,GSN.,,,,,,,16-080,,10-027,,134,F40BKRD
043156392827,LOCK.F40.AND.619.WKF..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,619,,,WKF.,WKF.,WKF.,,,,,,,16-210,,10-063,,134,F40BKRDT
043156398379,LOCK.F40.AND.620.625.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,620,,625,,,,,,,,,,16-080,,10-027,,134,F40BKRP
043156483686,LOCK.F40.BWE.716.GRW..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,BWE,716,,,GRW.,GRW.,GRW.,,,,,,,16-080,,10-027,,134,F40BKRD
043156626762,LOCK.F40.BWE.716.GRW..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,BWE,716,,,GRW.,GRW.,GRW.,,,,,,,16-210,,10-063,,134,F40BKRDT
043156558971,LOCK.F40.BWE.716.GSN..16-080.LLL.134,ACTIVE,FKL-SLLK,LOCK,F40,,BWE,716,,,GSN.,GSN.,GSN.,,,,,,,16-080,,LLL,,134,F40BKRD
043156500741,LOCK.F40.BWE.716.GSN..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,BWE,716,,,GSN.,GSN.,GSN.,,,,,,,16-210,,10-063,,134,F40BKRDT
S00030471078,LOCK.F40.CHP.605.619.AND..RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,605,,619,AND.,AND.,AND.,,,,,,RH,16-080,,10-027,,134,F40BL
043156555581,LOCK.F40.CHP.605.619.LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,605,,619,,,,,,,,,LH,16-080,,10-027,,134,F40BL
043156527137,LOCK.F40.CHP.605.619.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,605,,619,,,,,,,,,RH,16-080,,10-027,,134,F40BL
043156488216,LOCK.F40.CHP.605.625.WKF..RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,605,,625,WKF.,WKF.,WKF.,,,,,,RH,16-080,,10-027,,134,F40BLD
S00030099012,LOCK.F40.CHP.605.AND..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,605,,,AND.,AND.,AND.,,,,,,,16-210,,10-063,,134,F40BLT
043156514083,LOCK.F40.CHP.605.MER.619.WKF..GRW..RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,605,MER,619,WKF.,WKF.,WKF.,,,GRW.,,,RH,16-080,,10-027,,134,F40BLD
043156611812,LOCK.F40.CHP.609.16-080.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,609,,,,,,,,,,,,16-080,,10-025,,134,F40BL
043156633012,LOCK.F40.CHP.609.613.LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,609,,613,,,,,,,,,LH,16-080,,10-027,,134,F40BL
S00029997411,LOCK.F40.CHP.609.619.AND..RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,609,,619,AND.,AND.,AND.,,,,,,RH,16-080,,10-027,,134,F40BL
S00030023949,LOCK.F40.CHP.609.625.AND..LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,609,,625,AND.,AND.,AND.,,,,,,LH,16-080,,10-027,,134,F40BL
043156612758,LOCK.F40.CHP.609.ADD..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,609,,,ADD.,ADD.,ADD.,,,,,,,16-080,,10-027,,134,F40BLD
S00030026025,LOCK.F40.CHP.609.AND..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,609,,,AND.,AND.,AND.,,,,,,,16-210,,10-063,,134,F40BLT
043156425990,LOCK.F40.CHP.609.CAM..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,609,,,CAM.,CAM.,CAM.,,,,,,,16-080,,10-027,,134,F40BLD
043156510511,LOCK.F40.CHP.609.WKF..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,609,,,WKF.,WKF.,WKF.,,,,,,,16-210,,10-063,,134,F40BLDT
043156394890,LOCK.F40.CHP.613.16-200.10-001.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,613,,,,,,,,,,,,16-200,,10-001,,134,F40BL
043156545902,LOCK.F40.CHP.613.16-200.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,613,,,,,,,,,,,,16-200,,10-025,,134,F40BL
043156388516,LOCK.F40.CHP.613.16-200.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,613,,,,,,,,,,,,16-200,,10-027,,134,F40BL
043156567249,LOCK.F40.CHP.613.16-200.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,613,,,,,,,,,,,,16-200,,10-063,,134,F40BL
S00030027244,LOCK.F40.CHP.613.619.AND..LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,CHP,613,,619,AND.,AND.,AND.,,,,,,LH,16-080,,10-027,,134,F40BL
043156485697,LOCK.F40.FLA.620.ACC.625.LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,620,ACC,625,,,,,,,,,LH,16-080,,10-027,,134,F40BL
043156426102,LOCK.F40.FLA.620.AND..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,620,,,AND.,AND.,AND.,,,,,,,16-080,,10-027,,134,F40BL
043156004331,LOCK.F40.FLA.620.AND..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,620,,,AND.,AND.,AND.,,,,,,,16-210,,10-063,,134,F40BLT
043156350094,LOCK.F40.FLA.620.CAM..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,620,,,CAM.,CAM.,CAM.,,,,,,,16-210,,10-063,,134,F40BLDT
S00028427544,LOCK.F40.FLA.620.RH.16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,620,,,,,,,,,,,RH,16-210,,10-063,,134,F40BLT
S00028430759,LOCK.F40.FLA.625.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,625,,,,,,,,,,,,16-210,,10-027,,134,F40BLT
043156514915,LOCK.F40.FLA.625.605.ADD..LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,625,,605,ADD.,ADD.,ADD.,,,,,,LH,16-080,,10-027,,134,F40BLD
S00030194892,LOCK.F40.FLA.625.605.LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,625,,605,,,,,,,,,LH,16-080,,10-027,,134,F40BL
S00030194885,LOCK.F40.FLA.625.605.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,625,,605,,,,,,,,,RH,16-080,,10-027,,134,F40BL
043156542024,LOCK.F40.FLA.625.ADD..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,625,,,ADD.,ADD.,ADD.,,,,,,,16-210,,10-063,,134,F40BLDT
043156656271,LOCK.F40.FLA.625.AND..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,625,,,AND.,AND.,AND.,,,,,,,16-080,,10-027,,134,F40BL
043156477289,LOCK.F40.FLA.625.CAM..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,625,,,CAM.,CAM.,CAM.,,,,,,,16-210,,10-063,,134,F40BLDT
S00030103634,LOCK.F40.FLA.625.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,625,,,,,,,,,,,RH,16-080,,10-027,,134,F40BL
S00028360216,LOCK.F40.FLA.625.RH.16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,625,,,,,,,,,,,RH,16-210,,10-063,,134,F40BLT
S00030585522,LOCK.F40.FLA.626.16-080.10-001.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,626,,,,,,,,,,,,16-080,,10-001,,134,F40BL
S00028728924,LOCK.F40.FLA.626.16-200.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,626,,,,,,,,,,,,16-200,,10-025,,134,F40BL
S00029141463,LOCK.F40.FLA.626.16-200.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,626,,,,,,,,,,,,16-200,,10-027,,134,F40BL
S00028284123,LOCK.F40.FLA.626.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,626,,,,,,,,,,,,16-210,,10-027,,134,F40BLT
043156048687,LOCK.F40.FLA.626.16-210.LLL.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,626,,,,,,,,,,,,16-210,,LLL,,134,F40BLT
043156462391,LOCK.F40.FLA.626.605.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,626,,605,,,,,,,,,RH,16-080,,10-027,,134,F40BL
043156648399,LOCK.F40.FLA.626.619.LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,626,,619,,,,,,,,,LH,16-080,,10-027,,134,F40BL
S00030006911,LOCK.F40.FLA.626.625.LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,626,,625,,,,,,,,,LH,16-080,,10-027,,134,F40BL
S00030006751,LOCK.F40.FLA.626.625.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,626,,625,,,,,,,,,RH,16-080,,10-027,,134,F40BL
S00029139040,LOCK.F40.FLA.626.RH.16-200.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,626,,,,,,,,,,,RH,16-200,,10-027,,134,F40BL
043156544608,LOCK.F40.LAT.626.622.CEN..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,622,CEN.,CEN.,CEN.,,,,,,,16-080,,10-027,,134,F40BLD
043156474004,LOCK.F40.LAT.626.625.16-080.10-001.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,625,,,,,,,,,,16-080,,10-001,,134,F40BL
043156545797,LOCK.F40.LAT.626.625.16-080.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,625,,,,,,,,,,16-080,,10-025,,134,F40BL
043156338870,LOCK.F40.LAT.626.625.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,625,,,,,,,,,,16-080,,10-027,,134,F40BL
043156389834,LOCK.F40.LAT.626.625.16-200.10-001.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,625,,,,,,,,,,16-200,,10-001,,134,F40BL
043156485345,LOCK.F40.LAT.626.625.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,625,,,,,,,,,,16-210,,10-027,,134,F40BLT
043156565887,LOCK.F40.LAT.626.625.GRW..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,625,GRW.,GRW.,GRW.,,,,,,,16-080,,10-027,,134,F40BLD
043156444038,LOCK.F40.LAT.626.716.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,716,,,,,,,,,,16-080,,10-027,,134,F40BL
043156347513,LOCK.F40.LAT.626.AND..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,AND.,AND.,AND.,,,,,,,16-080,,10-027,,134,F40BL
043156413294,LOCK.F40.LAT.626.CEN..16-080.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,CEN.,CEN.,CEN.,,,,,,,16-080,,10-025,,134,F40BLD
043156558544,LOCK.F40.LAT.626.CEN..16-200.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,CEN.,CEN.,CEN.,,,,,,,16-200,,10-025,,134,F40BLD
043156540327,LOCK.F40.LAT.626.CEN..16-200.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,CEN.,CEN.,CEN.,,,,,,,16-200,,10-027,,134,F40BLD
043156436859,LOCK.F40.LAT.626.CEN..16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,CEN.,CEN.,CEN.,,,,,,,16-210,,10-027,,134,F40BLDT
043156000265,LOCK.F40.LAT.626.GRW..16-080.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,GRW.,GRW.,GRW.,,,,,,,16-080,,10-025,,134,F40BLD
043156542673,LOCK.F40.LAT.626.GRW..16-200.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,GRW.,GRW.,GRW.,,,,,,,16-200,,10-025,,134,F40BLD
043156519668,LOCK.F40.LAT.626.GRW..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,GRW.,GRW.,GRW.,,,,,,,16-210,,10-063,,134,F40BLDT
043156483716,LOCK.F40.LAT.626.GSN..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,GSN.,GSN.,GSN.,,,,,,,16-080,,10-027,,134,F40BLD
043156660025,LOCK.F40.LAT.626.GSN..16-200.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,GSN.,GSN.,GSN.,,,,,,,16-200,,10-027,,134,F40BLD
